geoLat,geoLong,hasBlackBear,hasGrizzlyBear,hasPolarBear,parkCode,parkName,url
-73.64405701265895,42.9943032342173,True,False,False,SARA,Saratoga National Historical Park,http://www.nps.gov/sara
-64.77111048899694,18.353798617233704,,,,VIIS,Virgin Islands National Park,
-87.86109759398028,36.48701678405128,,,,FODO,Fort Donelson National Battlefield,
-156.03071958617622,19.680825527630716,,,,KAHO,Kaloko-Honokohau National Historical Park,
-80.95349638622787,25.27225616404826,True,False,False,EVER,Everglades National Park,http://www.nps.gov/ever
-75.67022197795563,41.40681280598398,,,,STEA,Steamtown National Historic Site,
-73.94185751721938,41.794398514930975,,,,VAMA,Vanderbilt Mansion National Historic Site,
-84.72244777861376,36.08458016746933,,,,OBED,Obed Wild & Scenic River,
-77.05331357204966,38.880135753662984,,,,LYBA,Lyndon Baines Johnson Memorial Grove on the Potomac,
-78.80089402128391,37.382748231493544,True,False,False,APCO,Appomattox Court House National Historical Park,http://www.nps.gov/apco
-78.00883124839731,39.60727231050386,,,,CHOH,Chesapeake & Ohio Canal National Historical Park,
-122.46713073964011,37.79654317448044,,,,PRSF,Presidio of San Francisco,
-118.46293876096766,46.04119285666407,,,,WHMI,Whitman Mission National Historic Site,
-75.33257321553181,37.90756795438505,,,,ASIS,Assateague Island National Seashore,
-112.95443162869537,37.255709497131065,True,False,False,ZION,Zion National Park,http://www.nps.gov/zion
-112.96606947567764,32.06300513238792,True,False,False,ORPI,Organ Pipe Cactus National Monument,http://www.nps.gov/orpi
-81.35086557049902,41.664865492500496,,,,JAGA,James A Garfield National Historic Site,
-106.30481358808957,35.755866743179354,True,False,False,BAND,Bandelier National Monument,http://www.nps.gov/band
-77.74907431595057,39.48295017589319,,,,ANTI,Antietam National Battlefield,
-113.80079159548487,48.68426876066877,True,True,False,GLAC,Glacier National Park,http://www.nps.gov/glac
-70.00526293681077,41.95906033473802,,,,CACO,Cape Cod National Seashore,
-109.34038567067785,36.0942713524947,True,False,False,CACH,Canyon De Chelly National Monument,http://www.nps.gov/cach
-121.41212664904383,40.48622026090819,True,False,False,LAVO,Lassen Volcanic National Park,http://www.nps.gov/lavo
-82.86655423155601,24.654395618647623,,,,DRTO,Dry Tortugas National Park,
-118.910464470296,34.10214700522728,,,,SAMO,Santa Monica Mountains National Recreation Area,
-111.52001467316386,35.16818671760679,True,False,False,WACA,Walnut Canyon National Monument,http://www.nps.gov/waca
-70.88640866812887,42.52024529010838,,,,SAMA,Salem Maritime National Historic Site,
-77.03719868001934,38.52888007863539,,,,THST,Thomas Stone National Historic Site,
-79.82487582157863,32.845773923089936,,,,CHPI,Charles Pinckney National Historic Site,
-76.19003925692125,34.95824468130278,True,False,False,CALO,Cape Lookout National Seashore,http://www.nps.gov/calo
-156.9246498265113,21.15464223113427,,,,KALA,Kalaupapa National Historical Park,
-71.31616921579818,42.64610102507244,,,,LOWE,Lowell National Historical Park,
-76.5883223094582,39.41447808416819,,,,HAMP,Hampton National Historic Site,
-94.35522737178867,36.98713219595603,,,,GWCA,George Washington Carver National Monument,
-108.50092888589481,37.22351315320654,True,False,False,MEVE,Mesa Verde National Park,http://www.nps.gov/meve
-81.37593264168406,40.79662217354262,,,,FILA,First Ladies National Historic Site,
-73.45584614454683,41.25743680098501,,,,WEFA,Weir Farm National Historic Site,
-161.1594590060686,68.09280652513834,True,True,False,NOAT,Noatak National Preserve,http://www.nps.gov/noat
-81.80833974134818,35.130562490759246,True,False,False,COWP,Cowpens National Battlefield,http://www.nps.gov/cowp
-77.04448622323585,38.88852231375846,,,,LINC,Lincoln Memorial,
-79.36738194668293,39.956988206785155,,,,POHE,Potomac Heritage National Scenic Trail,
-119.63540858136547,44.5431928610706,,,,JODA,John Day Fossil Beds National Monument,
-153.26413231698794,67.9192854407937,True,True,False,GAAR,Gates Of The Arctic National Park & Preserve,http://www.nps.gov/gaar
-87.53396434610524,38.67813524569448,,,,GERO,George Rogers Clark National Historical Park,
-71.12589617395572,42.377018699780116,,,,LONG,Longfellow House - Washington's Headquarters National Historic Site,
-110.72504923859016,44.088146322936595,,,,JODR,John D Rockefeller Jr Memorial Parkway,
-94.70454193262466,37.84340286701331,,,,FOSC,Fort Scott National Historic Site,
-64.62221790245633,17.81026717214854,,,,BUIS,Buck Island Reef National Monument,
-78.67619962877342,38.28108210674896,True,False,False,SHEN,Shenandoah National Park,http://www.nps.gov/shen
-77.72920504544601,39.31756187483286,,,,HAFE,Harpers Ferry National Historical Park,
-123.6194451629227,47.79453520449651,True,False,False,OLYM,Olympic National Park,http://www.nps.gov/olym
-73.70516992717663,42.36995449266975,,,,MAVA,Martin Van Buren National Historic Site,
-122.13599464018154,37.98259638345624,,,,JOMU,John Muir National Historic Site,
-114.95399890562766,42.775574955437094,,,,HAFO,Hagerman Fossil Beds National Monument,
-77.0624191798319,38.89584162132938,,,,THIS,Theodore Roosevelt Island Park,
-118.59384064032848,36.8749421087923,,,,KICA,Kings Canyon National Park,
-109.07752895020165,37.38537019570329,True,False,False,HOVE,Hovenweep National Monument,http://www.nps.gov/hove
-77.0230745539023,38.79702173265857,,,,OXHI,Oxon Cove Park & Oxon Hill Farm,
-77.26508101304417,39.79577591523863,,,,EISE,Eisenhower National Historic Site,
-88.72889342660221,34.50611958182276,,,,BRCR,Brices Cross Roads National Battlefield Site,
-82.81190442668668,41.65379041897526,,,,PEVI,Perry's Victory & International Peace Memorial,
-76.98510303343785,38.862836277772715,,,,FRDO,Frederick Douglass National Historic Site,
-108.8396887082428,40.47890301270882,True,False,False,DINO,Dinosaur National Monument,http://www.nps.gov/dino
-105.0120173536709,35.90737114509333,,,,FOUN,Fort Union National Monument,
-77.04296571547219,38.883337520611825,,,,FRDE,Franklin Delano Roosevelt Memorial,
-101.38400068375047,47.35300212379206,,,,KNRI,Knife River Indian Villages National Historic Site,
-104.03360076342334,47.997814589583,,,,FOUS,Fort Union Trading Post National Historic Site,
-108.69205501639672,39.05042616102539,True,False,False,COLM,Colorado National Monument,http://www.nps.gov/colm
-73.9010718592605,41.76343356410191,,,,ELRO,Eleanor Roosevelt National Historic Site,
